id,title,author_hash,fandoms,fandom_tag_ids,general_tag_ids,language,words,chapters,comments,kudos,bookmarks,hits,date,rating,category,warnings,status
31658216,the adventures of teddy,1ef50214b671572249f4c6fdc5737b3c2bd61c3cf74ee50d6a96885e689dc95a,[],,5068+9937,en,213,1/1,0,5,0,21,2021-06-01,N,0,N,C
31658273,A Slice of Happiness,a36baf51e3ee41f3d5166f25b8b23061922b829ba94f6b3949db54b8ce2952df,[],138+4082+1021+69+2+47,7+162+6+12+728,en,2462,1/1,6,62,8,965,2021-06-01,G,HG,N,C
28741944,I'm Running on Borrowed Time,94549e3bcf7e240298265fb7846a372f54f0e6cc8e17a33f45f45cb36b1fd018,[],9+4+7+8+19+12+71+0+11+435+235,163+6074+137+422+678+600+7550+3926,en,4157,2/5,2,51,15,825,2021-05-31,G,M,C,W
31658681,Chosen,69ee7d81ae0aa2b2056719b0177d9cf67ceb29ed83a0cae3df1069036c340457,[],860+0+11+260+490+535,,en,266,1/1,3,63,8,1025,2021-06-01,G,G,C,C
31659380,Seven minutes in heaven,c94d5f09bf48f9326cdcf6e66fd8820651f0839c7112dba6bcbb7937fe5e9354,[],26+8+12+4+205,36+123+1138+116,en,3107,1/1,32,151,11,1959,2021-06-01,T,H,N,C
31659833,New Romantics,0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,[],9+26+76+869+135+4+7+8+12+19+40+55+838+271+22+555+277+388+14+156+137+41+378+413+167+224+788+792+1343+474+6951+400+545+521+7795+945+1673+385,383+2963+1912+18+58+452+853+30+205+95+43+3714+48+2+290+761+379,en,1257,1/?,9,33,4,513,2021-06-01,M,FHM,N,W
29806899,Saviour Complex,8b4fa708ca6f2b260e791ca64edb04a4f80f5e66edaad21e4d0603ea61bbec19,['The Shining - Stephen King'],266+9+248+3+6+4+7+156+0+1+5+28+24+2+86+127+11+14+148+900,,en,34491,9/?,5,37,15,892,2021-06-01,T,HGM,D,W
31660397,Ideas and Headcanons I have about these Fandoms,e20a419454b1d8817c47b8421e14be06989a5a87072c756fb5ac735a65244f7d,"['Voltron: Legendary Defender', 'Naruto', 'Percy Jackson and the Olympians & Related Fandoms - All Media Types', 'Harry Potter - J. K. Rowling', '僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia', 'Danny Phantom']",,,en,524,2/?,0,6,0,202,2021-06-01,M,FHGMUO,VDRU,W
31660298,The Precipice of Guilt and Pleasure,567711e08376a6dc25904e76fd43d1860d2d4e1bbba080ee829f3cefb8653a7b,[],13+1+2+37+969+530+195+1342,39+346+5+133+70+1296+99+119+44+67+917+64+87+27,en,8144,1/1,10,309,48,8969,2021-06-01,E,H,N,C
31662827,The Proper Unproper Partay,54e032983c048c87854eca1e41f40213369fd9db1eff932124925e137314c7bb,[],3+29+182+128+389+979+1567+28+24+25+34+149+228,123+1914+799,en,6391,1/1,5,75,9,570,2021-06-01,M,FHM,N,C
31662926,The Royals,0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,['Marauders Era - Fandom'],17+22+4+33,,en,445,3/3,0,2,0,35,2021-06-01,G,H,D,C
31663046,Good Together,9746ea161699e04b2ae7f61ecd0328c8f292170cf2ec59c5e4d604c18e218d5f,[],45+269+558+121+5+0+1+712,63+511+284+9,en,1993,1/1,24,115,16,2080,2021-06-01,G,H,N,C
31663277,Common Tongue,a5de61c3e01794003ad235a2710d15f4b76742c4e496939b56e27fadac3c480b,[],70,140+29+66+1111+60+408+874+119,en,2511,1/1,0,5,0,116,2021-06-01,M,H,N,C
31595735,Can We Try Starting Over?,8d943b3516cb614bcabb46d31384602221612379faf9d0c004d9042a75c1216d,[],497+128+3+1021+5387+0+2+47+10+14+15+18+1+81+5+53+35+28+24+51+7+48+50+17+69+25+34+104+409+973+1770+857+1948+335,205+947,en,4407,3/?,1,41,14,968,2021-06-01,G,HGM,N,W
31555601,Misplaced Words and a Sinking Feeling,9f0434666c9f6bdf4fc765bac67448ba82184a3e94267688bc6f715237edafb1,[],136+1+44+0+60+34+78,58+219+39+91+604+3+48,en,10538,6/6,162,594,88,9067,2021-06-01,E,H,C,C
27754213,The Magpie,4442402056657b23378d33da9006c186a5a815c983811b38e8187875fa80636b,[],136+13+1073+1+23+2+150+10+414+64+352+2148+225+1662+650+496,19+55+422+159+289+115+4853+91,en,78484,21/21,282,840,199,27067,2021-06-01,E,U,D,C
31663673,Go Big or Go Home,ddfbab05a46d0ec4209d71c70fd7cba5bc24cbbfc828286b44cdfdcc6d5307ea,[],9+166+501+487+350+26+1476+268+76+8250+4+7+8+12+111+98+40+55+148+137+378+78+214+385+851+265,510+18+290+292+26+203+2033+0+65+162+6+21+339+604+7+196+4001,en,3415,1/1,1,193,6,2714,2021-06-01,T,G,N,C
17398331,Time Lords at Hogwarts,afa8a5682490be1aa43a871a94f2a043822824df5ef0552955dd3f53b9553984,"['Doctor Who', 'Harry Potter - J. K. Rowling']",121+0+5+1+11+7+14+6+901,557+906+182+13,en,15406,7/?,9,56,16,1349,2021-06-01,G,0,N,W
31664519,Sensory,2a7e63ad8478488bc9afca3fba5f9f29844f7f7ae72c5c7a0439265501fdc0c1,['Harry Potter - J. K. Rowling'],,47+550+231+7,en,4651,1/1,6,113,9,1974,2021-06-01,E,0,C,C
31664441,A Collection of the Unexpected,e8a49bad43172207727688712be5b418d38b316359a6820c24634764b420b472,[],13+396+3+30+29+181+578+241+706+625+1+2+0+10+5+34+25+20+15,57+123+205+0+5+2,en,3767,2/?,0,12,1,1054,2021-06-01,M,FHMU,V,W
