id,title,author_hash,fandoms,fandom_tag_ids,general_tag_ids,unknown_tags,language,words,chapters,comments,kudos,bookmarks,hits,date,rating,category,warnings,status
5597035,you're falling more and more (into me too),0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,[],11+1+3+,+,"['some au idk', 'english isnt my first language so its probably a bit weird to read idk idk']",en,4735,1/1,4,98,13,1180,2015-12-31,T,M,N,C
5042392,seventy six,e943ea67b38139bc6cd27b8202f5ea1218de9dda2ba60259672afc8c9a4dd747,[],14+3+2+,203+,"['taegi - Freeform', 'i should be doing school work', 'pfft im way 2 cool 4 skool', 'wont be saying that when my grades suffer', 'Drabbles', 'tags tags i really hate tags', 'lapslock']",en,42119,76/76,199,621,58,15855,2016-01-01,N,M,CN,C
5570995,Catharsis,3c71b8b75ba25ae08d6ab91185404c48d1dd93f6ad358e0cdfe062a3c104e30f,[],12+0+2+1+5+4+3+,595+2497+,"['Kim Namjoon | Rap Monster', 'everything that slavery comes with', 'Bottom Yoongi', 'Top Jungkook', ""i swear there's a plot""]",en,1873,1/?,28,326,33,6264,2016-01-01,M,M,V,W
5579518,these hissing voices all the same,0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,[],11+3+1+4+5+0+,196+2+1424+166+94+221+2587+90+,"['--that happens quite often (lots of references to suicide)', 'But also', ""tags are for real but it's still bad so read at your risk"", 'also i edited it so', 'yeah...', 'happy 2016?']",en,5852,1/1,26,494,129,6538,2016-01-01,M,U,VD,C
5591884,really? yeah!,1696e72e9018f9488ab981e318f211c35650cb6dbc14b173c9026db0a4f8cdd8,[],11+3+1+0+4+5+2+,107+1562+1919+,"['Kim Namjoon | Rap Monster', 'lapslock']",en,3623,1/1,9,177,15,2258,2016-01-01,T,M,C,C
5598205,Different,45345a3eeb14205e838973a9921c6e55b90a2da309c70ddcd33497a2e783f78d,[],5+2+,342+,"['Jung Hoseok | J-Hope/Kim Namjoon | Rap Monster/Min Yoongi | Suga', 'Kim Namjoon | Rap Monster', 'Poly Relationship', ""it's a weird poly thing and i don't know what i'm doing"", 'but i did the thing', 'mentions of blowjobs and smut and stuff']",en,4002,1/1,4,216,18,2177,2016-01-01,M,M,N,C
5598703,desperation.jpg,0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,[],3+1+5+2+0+,50+,"['maknae!line', ""okay no it's just vmin feat. jeon jk"", 'Byun Baekhyun', 'namjoon in the bg', 'mention of seokjin - Character', 'fem!tae', 'Fem!Jimin', 'Fem!Hoseok - Freeform', 'Fem!Namjoon', 'Because I can', 'music show!au', 'first time on ao3', ""i can't believe it has 3k words"", 'sorry - Freeform']",en,3106,1/1,1,60,3,1217,2016-01-01,G,G,N,C
5598919,The Sweetest Devotion (Hit Me Like An Explosion),cb01f28fbccff2876f3fef5af3269fa4df2021e5a7dbd94c2744648e068e583e,[],10+2+5+4+1+3+0+,24+86+,"['Kim Namjoon | Rap Monster', 'fluff and a lot of feelings', 'yoongi is a producer', 'and hoseok a backup dancer', ""there's a lot of feelings"", 'and sap', 'no angst!!!', 'OT7 Dynamics', ""just a slow progression of two idiots falling in love that's all there is"", 'side!namjin']",en,34648,1/1,118,2003,618,41677,2016-01-01,M,M,N,C
5599174,family matters,c049b7f0b059a4adef8f7755a9d07a2f5e5c0293674a303339d7f5c0c877816c,[],16+8+2+4+0+1+,31+,[],en,3537,1/1,10,490,59,4657,2016-01-01,G,M,N,C
5599288,Temporary Bliss,3bc553fa7e2e2cc507cf78f15375c1fe085a9fc48db298ba82232c585337d71f,[],16+4+2+,+,"['Kim Namjoon | Rap Monster/Kim Seokjin | Jin', 'Kim Namjoon | Rap Monster']",en,1190,1/1,4,162,15,2232,2016-01-01,N,M,N,C
