id,title,author_hash,fandoms,fandom_tag_ids,general_tag_ids,unknown_tags,language,words,chapters,comments,kudos,bookmarks,hits,date,rating,category,warnings,status
1137849,The Stray,0b56e06a915ab72dbdbf4ef33c0dc7123609209a3c3e3b297cc12655da7ff238,[],32+5+3+,10+11+746+,['Mn Yoongi | Suga'],en,12848,1/1,81,2595,436,39027,2014-01-16,T,M,N,C
1140994,My Maknae Is Mine Only,0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,['JinKook'],5+2+3+,12+,"['Kim Seok Jin/Jeon Jung Kook', 'Park Jimin', 'Kim Namjoon | Rapmonster']",en,3745,3/3,2,121,7,5323,2014-01-19,M,M,C,C
1141130,My Hyung Is Mine Only,0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,['JinKook'],2+5+3+,12+,"['Kim Seok Jin/Jeon Jung Kook', 'Park Jimin', 'Kim Namjoon | Rapmonster']",en,3874,3/3,2,133,11,8001,2014-01-20,M,M,C,C
1156903,Team Up,9e1a621201e67532eab4cb74b3b4beb56e40f5cc54dbde16b23700a8f0decf3a,[],32+4+2+,58+2413+599+,"['Kim Namjoon | Rap Monster', 'Park Jimin']",en,8108,1/1,20,645,116,8026,2014-01-28,T,M,N,C
33239389,I bet with the world how successful I would be,0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,[],+,+,['Jungkook/V'],en,732,1/1,2,20,1,266,2014-01-28,N,0,N,C
1165272,our little specks of infinity,ecd7605ea51a43fcc03564c0cbca93b5f02327601585df392b05f8073c6873d1,[],3+1+2+,780+128+,"['Jeon Jeongguk | Jungkook/Kim Taehyung | V', 'Jeon Jeongguk | Jungkook', 'Kim Namjoon | Rap Monster']",en,1367,1/1,31,775,81,12325,2014-02-02,G,M,N,C
1169993,pretty boy,868b313fdb8c804ae83f3b27f84ecb3000ac4eee5e378ee47da65b7b0b1f47dd,[],9+2+,370+27+,['Park Jimin'],en,2499,1/1,18,1472,167,42429,2014-02-05,E,M,U,C
1174498,Home Run,aa3a57fe201901e75a3c31056095a73b3abe3ed74d041a14b0a5ba1a8e49bf5c,[],32+5+3+,8+944+941+,[],en,1671,1/1,13,509,34,10625,2014-02-08,T,M,N,C
1180677,such a fool,868b313fdb8c804ae83f3b27f84ecb3000ac4eee5e378ee47da65b7b0b1f47dd,[],9+2+,11+165+,"['Park Jimin', 'Kim Namjoon | Rap Monster']",en,8043,1/1,22,1330,204,28739,2014-02-12,T,M,N,C
1184044,all for you,a5e7c002443743c5836758c7d1cd8ddefd9fcf2061daa0efaac683fb99966057,[],+,404+,"['V/Jungkook', 'Kim Taehyung/Jeon Jeongguk', 'hints of D/s']",en,1988,1/1,18,1548,153,47870,2014-02-14,M,M,U,C
1185266,kiss me if it's real,868b313fdb8c804ae83f3b27f84ecb3000ac4eee5e378ee47da65b7b0b1f47dd,[],22+4+3+,1818+,['Jin Hyosang | Kidoh'],en,5063,1/1,20,1401,182,27861,2014-02-15,E,M,U,C
1202671,Like A Milli,aa3a57fe201901e75a3c31056095a73b3abe3ed74d041a14b0a5ba1a8e49bf5c,[],32+3+5+0+,107+731+334+,"['Park Jimin', 'Kim Namjoon | Rap Monster', 'School Elections']",en,3599,1/1,8,214,17,3732,2014-02-18,G,F,N,C
4266573,"PAUSE, STOP",d46bcc63d0618b41ece43421af6002b3d4e303a7201fc8a9b7d66c6cd252eb77,[],2+,+,"['Kim Namjoon | Rap Monster/Min Yoongi | Suga', 'Kim Namjoon | Rap Monster']",en,8295,1/1,14,244,57,3036,2014-02-25,T,G,N,C
1240720,give me more,9e1a621201e67532eab4cb74b3b4beb56e40f5cc54dbde16b23700a8f0decf3a,[],+,47+217+231+,['Park Jimin/Min Yoongi | Suga'],en,2729,1/1,9,2207,215,59123,2014-02-26,E,M,N,C
1240723,The People You Meet,9e1a621201e67532eab4cb74b3b4beb56e40f5cc54dbde16b23700a8f0decf3a,[],4+,+,['Kim Seokjin | Jin / Kim Namjoon | Rap Monster'],en,4860,1/1,9,474,65,11744,2014-02-26,G,MG,N,C
1241782,Better Put Your Fingers Back to the Keys,20df93e6413fcb1f92e187871e4d21f3bb99be790018f323247286ba35f9064d,[],4+,+,"['Kim Namjoon | Rap Monster/Kim Seokjin | Jin', 'Kim Namjoon | Rap Monster']",en,11304,1/1,26,1741,326,31410,2014-02-26,T,M,N,C
1243600,white balance,ff98e6732a0d5649c20356459d0dd0194d34b894693e2e077e68e75f9590763f,[],219+2+4+,+,['Park Jimin'],en,7094,1/1,24,1351,238,20425,2014-02-27,G,G,N,C
1249837,Soulmate,fdc4730de50173d46ef750ebe1a8040d0851b7e00e4562c1e07a46954790aff6,[],+,12+,"['J-Hope/V', 'Jung Hoseok', 'Kim Taehyung', 'tw:self-harm']",en,4140,1/1,4,31,2,964,2014-02-28,N,0,C,C
1262839,Sleepy Boopy,0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,[],+,+,"['hoseok/reader', 'J-hope/Reader', 'hoseok', 'jhope', 'female oc - Freeform', 'reader POV']",en,353,1/1,1,97,2,1901,2014-03-03,N,H,N,C
5202197,underground kissing in the parking lot,4d6ef6c962c59a132842b43100f04833a403d0881005d09c74d5d09ccd9c9025,[],11+3+1+,731+58+686+27+,['I hate that term but'],en,3989,1/1,6,205,34,4626,2014-03-04,E,H,C,C
2823701,Escape,19664a43d23f4d9bf99e0323f4575cd6bd9d04c90905405bb488b74785a797aa,[],+,+,"['Jeon Jeongguk | Jungkook/Kim Namjoon | Rap Monster', 'Jeon Jeongguk | Jungkook', 'Kim Namjoon | Rap Monster']",en,1846,1/1,21,375,29,4014,2014-03-08,G,G,N,C
2823716,Set Your Heart on Fire,19664a43d23f4d9bf99e0323f4575cd6bd9d04c90905405bb488b74785a797aa,[],9+2+,+,['Park Jimin'],en,1798,1/1,10,370,27,2970,2014-03-10,G,M,N,C
1298713,Birthday Drabble,0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,[],+,5122+0+35+,"['Suga/Jimin', 'Min Yoongi/Park Jimin', 'jimin', 'Min Yoongi', 'Park Jimin', 'Birthdays']",en,422,1/1,3,140,11,1902,2014-03-11,G,M,N,C
1299832,young (and maybe bold),d8e2e8fb97e073167f48c4efd9034d0ae08d79968d52be84fbf90e8f4d49323e,[],+,96+722+,"['Jeon Jeongguk | Jungkook / Kim Seokjin | Jin', 'Jeon Jeongguk | Jungkook']",en,8005,1/1,9,340,59,8226,2014-03-11,G,GM,N,C
