id,title,author_hash,fandoms,fandom_tag_ids,general_tag_ids,language,words,chapters,comments,kudos,bookmarks,hits,date,rating,category,warnings,status
10776198,Sherlock One-Shots + Stuff,33f1460ae0fb59221bb62f6b7a9501b007b7a00cf94f884f03b5b1e3184ae7fd,[],84+472+419+827+0+3+1+4,,en,1924,1/1,0,35,2,1485,2017-05-01,G,H,D,C
10776846,It Wasn't Meant To Go This Way/ The Things We Let Ourselves Believe.,361d47077a4e43cf9d8d1fffe02607d34adcb6bd4934bdf6cf5a7b961e708832,[],2+6+0+1+278,137+3218+209+1354+2+6,en,3818,1/1,12,206,34,4245,2017-05-01,T,M,N,C
10776897,"Work, Learn",af3d69499ddf41d063b2d60086b802cbec3c546cd02425737cdd8a6613687bca,[],262+12+0+504+445,739+1826+236,en,111,1/1,4,16,0,194,2017-05-01,G,G,N,C
3364409,Dragon Riders,c65f5d01085e2d6b469248fa3bac79c91784493ccf3ec6c4f8cd42ed9da7a31a,[],2+723+0+1+21+5+8+107+3+358+49,3732+11,en,19818,13/?,65,527,109,9010,2017-05-01,M,HM,NV,W
10779552,Boredom,1b21aa049dbbaf9e3aff942d8805db90a9b818b5a9a88d74549a224ec7d47b87,[],2+0+1+3,,en,537,1/1,1,16,1,244,2017-05-01,G,M,N,C
10780119,That doesn’t matter,9036ab5799f3a7b6439782154cdaaca471983e0f3eb4941fad21fefb386f0ab9,[],2+0+1+95,236+2,en,207,1/1,2,28,1,1027,2017-05-01,G,M,N,C
10780341,Miss Holmes (Sherlock Fanfic AU),ee7dd5315087de32c96a4e7a9b9115f80357b458bd5e138c163d2c2d14cb9f6d,"['Sherlock Holmes & Related Fandoms', 'Sherlock Holmes - Arthur Conan Doyle']",1+8+3,11+792+1162+1445,es,2905,1/?,0,2,0,67,2017-05-01,G,G,C,W
10780488,Mates' Rates,d4a13494ac1c23a21e3368e9054dc1032f5cb55c2e8767d8859305b48878ad7f,[],2+0+1+74,44+15+715+106,en,4375,1/1,17,206,25,4243,2017-05-01,E,M,N,C
6641254,Whenever it's right (AKA First Date),a33dceb876b5db51d66e80f2ba75046f0c21cb479e40b91a75c75a00a4c56b2f,[],2+0+1+3,6733+1653+414+624+2+431+4189+1300+2301,en,26493,15/?,146,320,55,6752,2017-05-01,M,M,C,W
5519519,I Just Want You for My Own,a78c4808329e8fc46129cdb91ca4fbc5948f6e68db27e7684282b4cd678e3386,[],2+0+1+20+3+40+322+55+53+27,10725+52+429+1323+6758+10543+5063+230+5007+514+966+659+124+76+686+765+5150+27+44+106+54+679+15+2557+57+2026+1498+2528+257+452+7795+2640+889+199+1943+855+45+272,en,166706,38/38,3786,1179,230,37831,2017-05-01,E,M,N,C
10662000,Thoughts of a dying man,7ab47f34b58a6234bb4b63023206cdfc55fe471e9eb1da306defb2dbb2168c23,['Sherlock Holmes & Related Fandoms'],2+6+0+1+22+15,297+2+49,en,2128,1/1,2,32,2,958,2017-05-01,M,M,V,C
10756149,"In Case of Emergency, Contact",94bb0caf27a2a49356cf7a4a852570a4490d18c7ef08e3e717079359aa944e80,[],6+2+0+1+4,1390+49+45,en,11038,7/7,20,310,33,4786,2017-05-01,M,M,N,C
10757598,Revealing Mistakes,9eb631146c9dc4dab8f1ca14669c3659b1b4c355117ddead2ed12e7d9ee64029,[],2+6+0+1,91+4116+941+825+2243+5+133,en,2177,3/?,9,137,22,3449,2017-05-01,E,M,C,W
10776117,Jealous,40bb1b691d8f30659a6f8a09630c2defa3b8f9097b4e1555df6d8d6f2731e98e,[],2+6+0+1+237,95+30+56,en,1151,1/1,10,288,23,3307,2017-05-01,T,M,C,C
10777275,Where Have All The Experiments Gone?,e4430f76909e411697384fccff0844770c36154ec59df2a8bc92c5a07409d02a,[],2+0+1+64+225,0+3524+192+426+73,en,505,1/1,0,61,4,675,2017-05-01,M,M,C,C
10781850,The Breakdown of the British Government,bd1dc16c310b485c80dfecc08e3f59a56e46b1eb5561f083d2880742d9ba924d,[],7+3+4+0+1+5,,en,1623,1/1,7,31,1,573,2017-05-01,M,M,D,C
10782771,"I'm Sorry, My",748bb73c144ef3a2d8c61d55c76c47c63a278718f864eaf7837af51d6d4638c8,[],19+0+3+1+51,1532,en,1849,1/1,16,124,20,1812,2017-05-01,G,G,N,C
10272239,I am here now,dd9e68b9d6e6883394211a7a0f685957bd6ff2c65c21354fefe0c3c5ed502347,[],2+7+0+1+3+4,12+177+287+1626+493+6+56+206+20,en,3528,4/4,9,116,17,4077,2017-05-01,T,M,V,C
10783677,"He's MY Consulting Detective, Not YOURS",22b0f6bb9e4e8edebfd0e095794a9b74a022a15b975596a21c2dde96c705da12,"['Sherlock Holmes & Related Fandoms', 'Whiskey Tango Foxtrot (2016)']",2+1357+6+0+1,6502+13+2+82+126+0+48+1915+36+6138,en,12217,1/1,71,512,101,6293,2017-05-01,E,M,N,C
10784259,Lens Flare,931bdef445b197451df680fe8ecbe8060959d46ebdc8f030a4a695e2fadbecc4,[],2+0+1+445,236+36+3121+1505,en,388,1/1,11,22,2,192,2017-05-01,N,M,N,C
10776774,Sins of the Brother,4519f732ed96d4abc468ef2307ac0f1c6a0424dfd5092e3db996b63ecf104ab0,['Sherlock Holmes & Related Fandoms'],2+46+43+127+0+1+8+3+11+234,156+1808+4166+2017+3280+5858,en,3117,2/2,31,139,7,4269,2017-05-01,E,M,V,C
10784952,Why did you say that?,c93b4e16d0e35844b16cc84d3c0427fce010bd0a7fd35108683a24c66d359af7,[],7+0,873+0,en,1834,1/1,0,58,0,2480,2017-05-01,G,M,C,C
10786026,The British Government Babysits,8ada905eecbd57bce5e631b07dd14464eff72d13d8f92098eb26e346fb0e9b1b,[],3+18+0+1,0+192,en,1007,1/1,3,142,11,1291,2017-05-01,G,G,N,C
10570236,A Study in Sugar Daddies,2e9806fff88dc3586c882d4b48005bc2a2e10458bff6ea0f904aadef76c3ffe9,[],7+2+19+723+17+4+3+0+1+8+11+5+21+33+13+16+98+2019+522+54+379+172+88+466,2327+58+15+1926+168+7106+39+50+13+335+365+1128,en,27082,12/12,96,794,150,18387,2017-05-01,M,FHM,C,C
10787862,and the world turned,ecee0366d3410a521c5dbcb63ff28b1121512b05b8ca44368e80bf99a1d69a29,[],2+1+0+3+4+12+15,2+132+206+410+680+6,en,4042,1/1,4,117,17,1482,2017-05-01,N,M,C,C
10788936,Facing a Challenge,4eccd59b92405c90743dcfa52b9a2b530c3d2837f49a728679da4182c93fe008,[],2+0+1,3239+344,en,15,1/1,6,12,0,239,2017-05-01,M,M,C,C
10789710,End Racism in the OTW: Unconditional Touching,c34974347ba5627b6759a61f2e01b30176a0cb13153088d54b2ab369fbf1ae3d,[],0+5+1+18+159,539+5721,en,296,1/1,6,71,6,987,2017-05-01,G,G,N,C
10790145,Start Of Time,7928f5688e053ed469a529c014a88608382f2681d06ea868db3bb289adad31a9,['Sherlock Holmes & Related Fandoms'],29+3+1+15+162,78+1795+208,en,4841,1/1,3,88,9,2222,2017-05-01,T,G,C,C
10791864,Replete,abce2ba802e9fb35ba7bbfb1d216cb98d79d6edf4a7a64e3554bb9ef9b4b61cf,[],2+0+1,1558,en,2833,1/1,12,247,19,15364,2017-05-02,M,M,N,C
10792830,By Any Other Name,e7a8aa2df7e5d0b233da615af4e7fef148bec39aef1709da0a80391ad0316563,[],2+519,364+3654+131+0,en,289,1/1,10,77,2,880,2017-05-02,M,M,N,C
8159881,Proof of Sentiment,a1c8000e1cf38538d91adcf00c5340a5bff304a6cfbb4d0a260d0f1e4ab6eaf1,['Sherlock Holmes & Related Fandoms'],2+6+0+1+10+45,680+352+2+36+51+0+1335+102,en,55082,14/14,335,1072,207,21487,2017-05-02,E,M,N,C
695297,Wszystkie istoty dobre i jasne,e338f23a679c3d9e28b1e825a9502f1eae4cc6e30ee247b848d94a00d8bfd1c8,['Sherlock Holmes & Related Fandoms'],2+0+1+8+4+12+23+40+3+5,188+919+539+10+507+6+21+1669+11+108+156+57+180+189+287+839+229+508,pl,163139,33/33,90,393,30,11188,2017-05-02,E,M,C,C
10704978,Oh Those Nightmares!,d92c9e6c6a386262f91194cfc96da8e682157fc0e1f9c4c6cd132e1ed1229a98,"['Sherlock Holmes & Related Fandoms', 'Sherlock Holmes - Arthur Conan Doyle', 'Johnlock fandom - Fandom']",2+0+1+13+16,134+45,en,2598,1/1,11,17,2,778,2017-05-02,E,M,N,C
10793106,Some Watson Prose,ef95c6e46075bf6dee8a66a12f3a46719d3ebdd447d4c6f7b10863a117b7a700,[],2+0+1,0+4326+2977+599,en,1349,1/1,33,474,72,2619,2017-05-02,G,M,C,C
10793367,we deserve a soft epilogue,3d3c55f677721cb6e8f3b6ff6e6a79746733a930ebc75a31d63bce144a4aa3e4,[],2+0+1,36+137+56,en,1253,1/1,26,358,42,2576,2017-05-02,G,M,C,C
10793577,Posh Boy Is A Pig,8cdfe1c39552d476e821887f359f5efdd7e4f4100b93e9be497fbaa8f11b6a21,[],2+0+1+4+12+13+27,504,en,2415,1/1,22,71,3,742,2017-05-02,M,M,N,C
10793628,1 - Wife Or Death,d95a8ff39bf3972fff6293943e817acb53560da06df9f08e5d65f112c36fa54c,['Sherlock Holmes & Related Fandoms'],2+6+0+1,507+82+1205+10668,en,4957,1/1,35,339,31,6280,2017-05-02,E,M,N,C
10855449,Conducteur de lumière,540018736c84ddc07de84b5d19e50d18f8d3e680946c760b2ec0d16a2f738504,[],2,3075+10+73,fr,3975,1/1,2,28,0,567,2017-05-02,G,M,N,C
8011021,Anything but ordinary,3962c520d657ae9ea9d320c33afb4183aa05b64e504221c90f0bb45d5eabb97b,[],2+0+1,,de,13120,5/5,1,8,0,272,2017-05-02,G,M,C,C
10796778,Nudné odpoledne,35bccc6f8a310d60677a1413afdde99ae0b376f110e9edd0329fce48cf8c2ca1,[],2+0+1,27+15+54+57+180+188+794,cs,3084,1/1,7,40,0,512,2017-05-02,E,M,C,C
