id,title,author_hash,fandoms,fandom_tag_ids,general_tag_ids,unknown_tags,language,words,chapters,comments,kudos,bookmarks,hits,date,rating,category,warnings,status
3074120,Rain,4d40b052b5e7f1b9752749ca7ac1afeeab8c5aa8b35522b37fb811b244591de3,[],10+0+3+,61+0+,[],en,1978,1/1,3,167,10,1700,2015-01-01,G,M,N,C
3074792,Relationship Goals (Sugawara x Reader),e43c4d048f3878312f602cdc0c9702305ab292270e0105d2b06b7b6b40e07151,[],131+11+,25+926+4381+3142+7+,[],en,860,1/1,0,106,2,2398,2015-01-01,G,0,C,C
3075635,Quiet Demands,a290cba9bdba72cef45f1e603e906bd491250d8ccfb6e8f80497bde89614e364,[],5800+13+0+3+3364+,0+116+312+2388+1773+81+,[],en,1948,1/1,20,373,27,4598,2015-01-01,G,MU,N,C
3076907,(Don't) come closer,3d9b7bc6f981ce88a1f12ed9e12dba1dddb5e91c7002f722b1b8974400478511,[],60+11+1+,2+467+4139+35+,"[""cuz there's nothing angstier than anime sports injuries"", 'and oikawa is one sad character if you really think about it']",en,468,1/1,0,78,5,963,2015-01-01,T,M,N,C
3073052,I Bet You Look Good On The Dancefloor,0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,[],1017+13+11+2+3364+,81+1379+,['Suga is the best boyfriend ever'],en,1965,1/1,6,214,22,2045,2015-01-01,T,MU,N,C
3073280,Start of Something New,c7f1f6f315f013b45bf17efd6244ea0006b739aa784cbc67d7e7553cf1de2890,[],22+13+11+,+,['hsm au'],en,1632,1/1,4,65,2,639,2015-01-01,T,M,N,C
3074291,it starts like a fever,72d8e7c9aa1b2f89c22a21cfac8e414df0948638f0c0f3cb9b625fa61b901488,[],68+1+19+5+2337+,0+116+36+,"['Day 1: First Time', 'sobs this is so dry compared to my usual writing', 'i have never written fic before', 'briefly sick characters?', 'fluff if you squint maybe idk you decide', 'hints of kurodai if you squint even harder']",en,2838,1/1,5,160,11,2674,2015-01-01,T,M,N,C
3078689,love in the time of wifi,2fdf817be54ec98a182e3663dd1b9d2664b907e66976f5038555135921474c28,[],14+7+4+,3298+,['Canon Setting'],en,4177,1/1,449,17736,2672,112685,2015-01-01,G,M,N,C
3079355,It's Okay To Cry,46fead42b1757d9bf5b74b48d7f576eead66b58d1c54ac627be8e3e8d20eb1ad,[],42+27+29+,6+2+,['spoilers for the inter-high!!'],en,1390,1/1,6,101,4,1256,2015-01-01,T,M,N,C
3080258,angled approach,213219e3eb8ee108eb0d8f826cff9ce419e8bcf5cf9902ba0ea0ac44e307265a,[],943+7+3+,4062+3270+2404+32+,[],en,1931,1/1,42,1212,226,6715,2015-01-01,G,G,N,C
3082871,"First, Build a Forte (Of Books)",960b91fd6ce0871442bed27198d9819a7235bd2090c42c95ed7765883bcb2e88,[],14+4+7+2+12+33+37+11+,58+3619+167+,[],en,5125,1/1,24,1347,141,11036,2015-01-01,T,M,C,C
3083621,"And To Your Name, I Offer This Bouquet",622beda369288d3354e858c69dc5810742ba6d66cf3c88a05a0cec6b0f921d6b,[],45+10+3+1+0+,+,['oikage'],en,3269,1/1,18,271,15,4577,2015-01-01,T,M,D,C
3084704,"Jurassic Love (It’s from the Cretaceous period, you imbecil)",87276111f1d9bfee5bf60d45420cf0a3a4c9b5820541fd848b55ace7e9cedde1,[],30+2+6+,167+,"['fluff?', 'So much flirting']",en,1395,1/1,19,491,42,3006,2015-01-01,G,M,N,C
3085625,Банда,6aa2851d7fa0cc1ac8f908521c88a7bbb60cc67e89f41f6ade038debde6a7cc8,[],10+0+3+24+25+20+11+,207+,[],ru,1176,1/1,0,49,0,437,2015-01-01,G,M,C,C
3085721,Брат и сестра,6aa2851d7fa0cc1ac8f908521c88a7bbb60cc67e89f41f6ade038debde6a7cc8,['Free!'],10+63+0+3+,+,"['Nanase Haruka/Tachibana Makoto', 'Tachibana Makoto', 'Nanase Haruka']",ru,760,1/1,0,18,0,308,2015-01-01,T,M,C,C
3085808,Сердцебиение,6aa2851d7fa0cc1ac8f908521c88a7bbb60cc67e89f41f6ade038debde6a7cc8,[],10+3+0+,+,[],ru,940,1/1,0,29,1,434,2015-01-01,E,M,C,C
3085886,Котики,6aa2851d7fa0cc1ac8f908521c88a7bbb60cc67e89f41f6ade038debde6a7cc8,[],10+0+3+,267+,[],ru,1088,1/1,2,15,0,371,2015-01-01,E,M,C,C
3085970,"Район, в котором я живу",6aa2851d7fa0cc1ac8f908521c88a7bbb60cc67e89f41f6ade038debde6a7cc8,['Durarara!!'],10+0+3+,+,"['Heiwajima Shizuo/Orihara Izaya', 'Orihara Izaya', 'Heiwajima Shizuo']",ru,1882,1/1,0,13,1,451,2015-01-01,T,M,C,C
3086093,Не переживай,6aa2851d7fa0cc1ac8f908521c88a7bbb60cc67e89f41f6ade038debde6a7cc8,[],258+86+79+,267+,[],ru,214,1/1,0,10,0,169,2015-01-01,T,M,C,C
3086732,but not for me,ac5c98960454add39609122356395200b82253f3d72092e21175a8fbd1d6c1fc,[],30+2+6+,+,"['bar au', 'barista!tsukki', 'jazz singer!kuroo', ""basically kuroo's this really smug performer and tsukki is a tsun when he notices him every week""]",en,2610,1/1,4,156,16,1884,2015-01-01,T,M,N,C
3091121,Stay With Me,24c719333b9f116ce51ace5dec9805849491f60993f80b10a26f2edfcedef91f,[],30+2+6+57+15+12+,12+124+,"['College AU', 'trapped in a snowstorm', 'New Relationship']",en,1322,1/1,3,179,8,2455,2015-01-02,T,M,N,C
3091331,"The First Day, The Last Day",6f750534f90486ea09080c8e169c5cd5f4c8eaddbb09849d3c74ab0b8673dbe6,[],9+1+5+,177+327+90+206+,"['lots of bad shit', 'kind of']",en,963,1/1,3,295,20,4488,2015-01-02,T,M,C,C
