id,title,author_hash,fandoms,fandom_tag_ids,general_tag_ids,unknown_tags,language,words,chapters,comments,kudos,bookmarks,hits,date,rating,category,warnings,status
951253,lightness has a call that's hard to hear,2c6fc8dc81298069f03e694366ac7ebd764bdbc02d26f5ebd4422d448b7f0276,['Greek and Roman Mythology'],+,7532+,"['Dean Winchester', 'Sam Winchester', 'Athena (Greek and Roman Mythology)', 'Hermes (Greek and Roman Mythology)', 'Ruby (Supernatural)']",en,902,1/1,0,7,0,429,2008-02-23,G,G,N,C
494562,Hades and Persephone,ff136e6af4d8baf159590ffcefd44a79f86819662b7ec29446c5181907bfbc45,['Greek and Roman Mythology'],+,3752+1975+108+702+,"['Jack Spicer/Chase Young', 'Jack Spicer', 'Chase Young', 'Wuya', 'Grand Master Dashi', 'Raimundo Pedrosa', 'Omi (Xiaolin Showdown)', 'Demeter (Greek and Roman Mythology)', 'Chase as Hades', 'Jack as Persephone', 'probably', 'Blurred Gender Roles']",en,7283,4/4,13,392,67,6311,2008-03-02,T,M,C,C
951254,Bury My Old Soul (And Dance On Its Grave),2c6fc8dc81298069f03e694366ac7ebd764bdbc02d26f5ebd4422d448b7f0276,['Greek and Roman Mythology'],+,71+,"['Dean Winchester', 'Artemis (Greek and Roman Mythology)']",en,808,1/1,0,11,1,336,2008-05-09,G,G,C,C
93880,Life of Lepidoptra,b81f80a7031b14b8b8dd3e3d951fe0042eeb8f12ea884dd0ee2c5cbaf59b1c52,[],+,3752+2441+,['Persephone (Greek Mythology)'],en,552,1/1,1,54,8,1167,2008-06-03,G,0,N,C
50890,"Aeaea: or, Pearls Before Swine",fb302b7f78fec9dcdb1f4c79f7dbfaddcd2787d5b925871fc4280f893ea46b14,[],+,837+103+704+1647+1963+,['Eurylochus/Polites'],en,792,1/1,0,16,2,2600,2008-06-29,E,O,N,C
63345,Courting Rainbows,4f946da92e825d36f42d76f8d79723094caade546bffe11455e744c43a6d3068,[],+,3752+4517+6647+4653+5709+5686+,"['Zeus/Hera', 'Hermes/Iris', 'Hades (Greek Mythology)', 'Persephone (Greek Mythology)', 'Iris (Greek Mythology)', 'Obliviousness']",en,2299,1/1,4,203,21,4739,2008-07-16,G,H,N,C
432042,The Hunt,c3d400bfdcf291b86d7b9e9d0fd64fb2efdeb4da8e2b405313db555768a19ae5,[],+,3946+4517+,"['Artemis/Orion', 'Apollo/Artemis']",en,1144,1/1,0,103,14,2898,2008-08-27,G,H,C,C
1632680,Eleutheria,47739d85df4cfff9c1149f7c9d2874042cd08901c7e81395806c3c4ea139177e,[],+,8165+,"['Ἡρη | Hera (Hellenistic Religion & Lore)', 'Ζευς | Zeus (Hellenistic Religion & Lore)']",en,3759,1/1,6,74,8,2111,2008-09-08,T,GH,N,C
1000182,Jouvencelle surprise par un faune [Fanart],b1ffb60327d6c2fb20bbc9c97318c7a14562f79a0263d002d0f94b50f59cb739,[],+,5195+175+6702+7391+969+,"['Maiden - Character', 'Faun', 'Satyrs (Greek and Roman Mythology)', 'pervy faun']",en,0,3/3,4,27,0,2460,2008-10-01,M,H,N,C
504031,Breaking Light,e7ed2d858ac4b0f43fed91e2f845870194ec7dab27a185fed3804d4636840781,"['Norse Mythology', 'Greek and Roman Mythology']",+,19+399+223+3724+1486+3+1832+3133+33+1092+75+189+,"['Original Female Character/Original Female Character', 'Loki (Norse Mythology)', 'Sleipnir (Norse Mythology)', 'No Canon Knowledge Required']",en,96998,27/27,1,6,3,1004,2008-11-30,M,F,N,C
1627439,Invicta,8701964225b0189cf904452242e1291adb3e85a103c079a2af1d1359c39dbd4d,[],+,+,[],en,3009,1/1,28,63,7,889,2008-12-19,E,0,C,C
1636373,Small Step For Man,fc030432d9a41b5d033795da2b415b49b5b66029814ba6025276ac0c1fea407d,[],+,+,[],en,4354,1/1,43,288,86,5516,2008-12-19,E,0,C,C
1630874,this is not a chick flick,fc030432d9a41b5d033795da2b415b49b5b66029814ba6025276ac0c1fea407d,[],+,+,[],en,8024,1/1,154,634,277,7184,2008-12-21,G,0,C,C
91323,Battlefield Romance Thing,3ba3f41742c53ed00729dd7624f1fb80274d24700526c96e3b102a6fc14cf5ad,[],+,1259+,"['Achilles/Penthesilea', 'recipient:strongplacebo', 'challenge:Yuletide 2008']",en,340,1/1,13,15,0,738,2008-12-23,G,H,N,C
1639325,Patronage,08d43680672fc9c8b8cb4d589b3865964b8a34f0a55b40f5269a0ba47dc52f75,"['The Iliad - Homer', 'Greek and Roman Mythology']",+,+,"['Athena/Odysseus (Odyssey)', 'Αθήνα | Athena (Hellenistic Religion & Lore)', 'Odysseus (Greek and Roman Mythology)']",en,621,1/1,10,86,8,1074,2008-12-24,G,H,N,C
4605,88 lines about 44 women,d162b608140b3454ded7a474445634d4e63d4aefc23698de3298876a399cda2b,['Greek Mythology'],+,475+1259+1227+244+789+1548+,"['Grace (Aphrodite)/Phoebe', 'Phoebe Valentine', 'Ari Valentine (Ares)', 'Grace Valentine (Aphrodite)', 'Rare Pairing']",en,2199,1/1,0,15,1,657,2008-12-25,E,F,N,C
18978,Not Monster Nor Stranger,417b9840f9c889ca341f1c9a79c08e8ff09a8e9823e2c3a4d5d01dd4926599e5,['Greek and Roman Mythology'],+,7886+1259+,['Original Female Character'],en,1764,1/1,8,26,1,560,2008-12-25,G,G,N,C
146697,Hard is the Fall,621215b73b0ba10bc7cb33815dbf0b6564514a52727aef952ada38b6354e1602,[],+,12914+2115+4425+,"['Daedalus/Pasiphae', 'Daedalus (Greek and Roman Mythology)', 'Pasiphae (Greek and Roman Mythology)', 'Ariadne', 'Icarus (Greek and Roman Mythology)', 'Hetgen']",en,5763,1/1,12,27,5,769,2008-12-25,G,HGU,C,C
303208,Sacred Madness,08d43680672fc9c8b8cb4d589b3865964b8a34f0a55b40f5269a0ba47dc52f75,['Bacchae - Euripides'],+,1259+,"['Dionysus/Pentheus', 'Dionysus (Greek and Roman Mythology)', 'Pentheus (Greek and Roman Mythology)', 'challenge:Yuletide 2008']",en,1396,1/1,8,84,10,1066,2008-12-25,M,M,N,C
303209,Seaweed,08d43680672fc9c8b8cb4d589b3865964b8a34f0a55b40f5269a0ba47dc52f75,['Greek and Roman Mythology'],+,1259+,"['Odysseus/Calypso', 'Odysseus (Greek and Roman Mythology)', 'Calypso (Odyssey)', 'challenge:Yuletide 2008']",en,548,1/1,12,44,6,717,2008-12-25,T,H,N,C
1628642,Like Lives Of Beasts,b75d5fc286b6e75bc16b60a5420bb8f99330285ca264399b0587dec7a4b96246,[],+,+,"['Dionysus/Pentheus', 'Pentheus (Greek and Roman Mythology)', 'Διονυσος | Dionysus (Hellenistic Religion & Lore)']",en,2802,1/1,7,46,2,674,2008-12-25,M,0,C,C
