id,title,author_hash,fandoms,fandom_tag_ids,general_tag_ids,language,words,chapters,comments,kudos,bookmarks,hits,date,rating,category,warnings,status
384107,Justice League Olympus,66cac972285d7643d7008c07b0c6a84417aa7f27d06c6a65b6ecf18f9501e52a,['DCU'],,7460+50+816,en,997,1/1,3,69,7,1645,2012-04-15,T,G,N,C
387288,"Kleos, What We Can Never Say remixed.",5df265879f234d0c41365bf2ff94af899179ff7067de89f4231cb9ba6c3197b1,"['Greek and Roman Mythology', 'The Song of Achilles - Madeline Miller']",,2670,en,1203,1/1,12,123,21,2231,2012-04-20,G,M,C,C
389384,Once And Then,729d5a3faaf75a8ea018b5ea361bed552d23961fef45e36d11f9ad8eee0fe49f,"['Norse Mythology', 'Hindu Mythology', 'African Diasporic Mythology', 'Greek and Roman Mythology', 'Native American/First Nations Mythology']",,8585+11288+9+1647+1394,en,1844,1/1,4,161,13,1679,2012-04-22,M,G,C,C
392954,Five Times She Smiled At Him,729d5a3faaf75a8ea018b5ea361bed552d23961fef45e36d11f9ad8eee0fe49f,[],,3752+0,en,414,1/1,4,186,23,3095,2012-04-27,G,H,N,C
392961,Mysteries,729d5a3faaf75a8ea018b5ea361bed552d23961fef45e36d11f9ad8eee0fe49f,['Greek and Roman Mythology'],,153+622+1647,en,371,1/1,0,49,5,660,2012-04-27,M,M,C,C
392991,Walking the Earth,729d5a3faaf75a8ea018b5ea361bed552d23961fef45e36d11f9ad8eee0fe49f,"['Norse Mythology', 'Greek and Roman Mythology', 'Irish Mythology', 'Mythology Fandom']",,2532,en,435,1/1,2,64,6,1077,2012-04-28,G,GM,N,C
393013,Elysian Fields,729d5a3faaf75a8ea018b5ea361bed552d23961fef45e36d11f9ad8eee0fe49f,"['Hindu Mythology', 'Norse Mythology', 'African Diasporic Mythology', 'Chinese Mythology', 'Greek and Roman Mythology', 'Native American/First Nations Mythology', 'The Bible']",,11288+9392+8585,en,1092,1/1,0,63,9,1834,2012-04-28,T,HGM,N,C
393092,Fairest of Them All,27e9ce27db2b19c134fc535c886ec8119d27b78e6511e65fbd2c031c88ec8744,"['Greek and Roman Mythology', 'Metamorphoses - Ovid']",,433+1647,en,2142,1/1,1,179,11,3193,2012-04-28,T,M,D,C
393831,A Revolutionary Act,3c638f38592a93aac8d1bb2bde01ae8f46c32730082f2af20a7bbd18573b5d01,[],164,3710+770+674+2977+599,en,256,1/1,17,351,93,2452,2012-04-28,T,G,C,C
394599,Seer,370e755d9de48d98c11f341af43ef750279e6f673a7cb953cc07b9b020a67323,[],,8804+153+1230+14928+558+1860+5931+243+2173+10898,en,1076,1/1,5,104,22,1107,2012-04-29,T,G,V,C
