id,title,author_hash,fandoms,fandom_tag_ids,general_tag_ids,unknown_tags,language,words,chapters,comments,kudos,bookmarks,hits,date,rating,category,warnings,status
149059,Suitor,d38f2e71131185ec0a6cbcaa587dd1b8dd5ad2e34ce71cc09dc6f0cf4ad07409,['Original Work'],+,4728+8804+920+160+295+5570+,"['Aphrodite/Helen of Sparta', 'Goddess', 'Religions']",en,200,1/1,5,133,18,1502,2011-01-07,T,F,N,C
149833,Cradle,6b605c2a25fd22c5205ff045b8511fd7e362b11a2aab0f433a1de2b576a0e520,[],+,7460+,"['Ares/Hestia', 'Ares (Greek and Roman Mythology)']",en,474,1/1,0,69,6,1113,2011-01-08,T,H,C,C
154349,Spider's Web,d318cfcdf9c90d4232ed685362445b63e54e05f4807c6288fdcbb23b1c4050ec,[],43+,6866+,[],en,1192,1/1,46,201,51,1854,2011-01-21,T,H,CN,C
156778,Love Like Other Things,b81f80a7031b14b8b8dd3e3d951fe0042eeb8f12ea884dd0ee2c5cbaf59b1c52,[],+,3752+2441+4249+,[],en,457,1/1,8,125,16,2647,2011-01-28,G,H,N,C
272670,Sacrifice,9bd0ad4e3f6f10c4e5e50c6b1ba33fdcceed6452b7042ebb34cfeb43735239f6,[],+,433+,[],fr,298,1/1,0,1,0,99,2011-02-04,G,G,D,C
312781,A Gentleman’s Disagreement,66cac972285d7643d7008c07b0c6a84417aa7f27d06c6a65b6ecf18f9501e52a,"['Percy Jackson and the Olympians - Rick Riordan', 'Heroes of Olympus - Rick Riordan']",+,50+640+920+,"['Χείρων | Chiron (Hellenistic Religion & Lore)', 'Charon (Greek and Roman Mythology)']",en,200,1/1,1,71,7,559,2011-02-10,G,G,N,C
312789,A Council of Idiots,66cac972285d7643d7008c07b0c6a84417aa7f27d06c6a65b6ecf18f9501e52a,[],+,3752+8165+7460+26+569+50+,['Ἁδης | Hades (Hellenistic Religion & Lore)'],en,941,1/1,11,446,47,5203,2011-02-10,G,HG,N,C
163595,Spring of Our Parting,8cc234594af6ea2587b885ec2bddc46ee68ade2067421c774029090a80abdc82,[],+,3752+,[],en,323,1/1,5,53,5,1724,2011-02-18,T,H,N,C
163597,Being Queen,8cc234594af6ea2587b885ec2bddc46ee68ade2067421c774029090a80abdc82,[],+,+,['Persephone (Greek and Roman Mythology)'],en,268,1/1,2,19,1,451,2011-02-18,G,G,N,C
170814,The Judgment,d38f2e71131185ec0a6cbcaa587dd1b8dd5ad2e34ce71cc09dc6f0cf4ad07409,['Original Work'],+,19+9392+4581+42+974+1350+4829+3676+13+,"['Religions', 'Judaism']",en,1163,1/1,9,32,4,506,2011-03-15,G,G,N,C
175846,Saving Graces,feb540ee13d4f04c01ef860c3be2fe8f65051680dedc293e91b9cc5cf492f9da,['Percy Jackson and the Olympians - Rick Riordan'],+,19+,"['Chiron (Greek and Roman Mythology)', 'Hermes (Greek and Roman Mythology)', 'Apollo (Greek and Roman Mythology)', 'Hera (Greek and Roman Mythology)', 'author skips blithely among verb tenses']",en,4575,2/?,2,7,0,446,2011-03-31,T,FHM,N,W
200419,Wrath of Artemis,12aaf7f3e5738e0d96668e97c3768091faec1728196a7cc879d6b4c68fc4baaf,[],+,919+236+,"['Artemis (Greek and Roman Mythology)', 'Actaeon']",en,542,1/1,0,34,5,870,2011-04-28,G,G,N,C
193210,A Mist of Prophecies (The Oὐλόμενος Remix),1a15a96f887ad9d17cdcc8d4de36c64bcc85323b6a9626d1320f44907e51a99a,['Greek and Roman Mythology'],+,475+33+1826+,"['Cassandra (Greek and Roman Mythology)/Diana (Wonder Woman)', 'Athena (Greek and Roman Mythology)', 'Hippolyta (Greek and Roman Mythology)', 'Crossover Pairing']",en,1200,1/1,2,60,9,879,2011-05-01,G,F,N,C
200071,"it was his pleasure, for the best of reasons, to keep concealed",b2194800b0cd90269f7e4baefad172b52a0a64e5ee52538f909b81f293f0b3ab,[],+,5775+9429+,['Cupid/Psyche'],en,921,1/1,2,65,11,2752,2011-05-15,E,H,C,C
206558,The Cattle of the Sun,f976d6dfe3b8ceb544a8e8a65170c59e05e75c3fc3055879e8498af94c3505e5,[],+,3752+5686+4829+545+1049+971+,"['Persephone & Hermes', 'Persephone (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)']",en,575,1/1,8,471,62,4249,2011-05-20,G,HG,N,C
204162,Daughters of Memory,a35c4f34ca1e4fa4839a23d584f26819e359252670e59f7837f3e04944f20499,[],+,+,['The Nine Muses'],en,708,1/1,6,14,3,365,2011-05-25,G,G,N,C
204965,Ibra In The Underworld,9397c761894e7945c9da1c2c5707979fca08cd15270d1c87877cad4631310d37,['Greek and Roman Mythology'],+,13+807+5204+,"['Zlatan Ibrahimović/Alessandro Nesta', 'Alexandre Pato/Barbara Berlusconi', 'Zlatan Ibrahimović', 'Alessandro Nesta', 'Robinho', 'Alexandre Pato', 'Barbara Berlusconi', 'Filippo Inzaghi', 'Pep Guardiola', 'Luís Figo', 'Rino Gattuso', 'Antonio Cassano', 'Rodney Strasser']",en,2056,1/1,6,21,3,792,2011-05-26,T,HM,N,C
206635,"He is softened, and blushes for joy",cfe8e5d6869e32787eb9835f5cb17eb2c6a98a5cbfc0cb49d9a39a74471b4fc6,[],+,5436+9036+9990+183+335+,['Lykomedes'],en,1013,1/1,0,25,2,389,2011-06-01,T,G,N,C
216239,Crossroads,47a3de16ab2b821dedd7fb24f2b98ba9002cd7773cb9aed6f0199bda27543eb4,[],+,11146+5686+4653+,"['Hekate/Medea', 'Hekate', 'Death References']",en,1703,1/1,5,45,3,659,2011-06-27,T,F,N,C
217849,Ashes of Spring,765463efca3e0084e1b3deb3d3cdb6d707dad9d9fd488ee8443742bf6fcaa962,"['Greek Tragedy', 'Ion - Euripedes']",4+825+,+,['Apollo/Creusa'],en,1981,1/1,0,27,3,734,2011-07-01,M,H,RU,C
220062,Love and War,678db165f3a3d735b70baa5f34d5878f350c33013066c58c0821652c9decd4c9,[],+,9118+9884+4728+4735+7192+,[],en,516,1/1,9,181,21,6420,2011-07-06,E,H,N,C
221847,can't carry it with you if you want to survive,0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,['Greek and Roman Mythology'],+,+,"['Erik Lehnsherr/Charles Xavier', 'Erik Lehnsherr', 'Charles Xavier', 'Raven Darkholme']",en,156,1/1,0,41,1,1538,2011-07-11,T,M,N,C
224250,Choosing,678db165f3a3d735b70baa5f34d5878f350c33013066c58c0821652c9decd4c9,[],+,3752+,"['Persephone (Greek and Roman Mythology)', 'Hades (Greek and Roman Mythology)']",en,455,1/1,8,491,44,10506,2011-07-15,E,H,N,C
224256,Lessons,678db165f3a3d735b70baa5f34d5878f350c33013066c58c0821652c9decd4c9,[],+,+,"['Artemis/Persephone', 'Artemis (Greek and Roman Mythology)', 'Persephone (Greek and Roman Mythology)']",en,271,1/1,2,169,12,3786,2011-07-15,E,F,N,C
