id,title,author_hash,fandoms,fandom_tag_ids,general_tag_ids,language,words,chapters,comments,kudos,bookmarks,hits,date,rating,category,warnings,status
22504291,Eternally Yours,41975eb757209085b83c740cffe5d4f64426605e54f4211d2cb5f7eb1b7380b7,['Ancient Greek Religion & Lore'],7+3,3752+854+374+70+39+72,en,776,1/?,24,188,13,2199,2020-02-01,E,H,N,W
22535227,Bloody blooms,a3c8a58059cbd2e71d3e1274467ba5c11a0a3e5f7062a2608694272b0b1f294e,[],7+3,10938+574,en,958,1/1,6,43,6,619,2020-02-03,N,H,C,C
22539082,Shadey Love,4243d90a05083e43e1ebdaca96f7bc508d3ce6cf4df8485f236f8a85c494cf46,['Ancient Greek Religion & Lore'],,,en,688,1/1,3,1,0,3,2020-02-03,N,0,C,C
22535890,Dearly Beloved,0f2c56e6d95f70bbbade1294e45deb03c209be15739dd50d321d0964ca1d1796,"['Ancient Greek Religion & Lore', 'The Song of Achilles - Madeline Miller']",15+31+64+11+23,49+6645+5074+854+2+273+950,en,1439,5/5,4,67,2,1484,2020-02-03,G,M,C,C
18624898,Dolls of Truth,06c9d130d3ce2338d8c001fca4d57c2296e9267f54a66b16e97729fb077c3712,['Original Work'],,1647+113+28,en,2328,2/2,1,1,0,27,2020-02-04,G,0,N,C
22557871,федра,a712b5b02283e9fc1792d4233104613b6f98ede002b18a87853738f468a083c6,[],203,,ru,957,1/1,2,2,0,72,2020-02-04,G,H,N,C
22550401,The Sphinx,44e39a03b48c290155a2d452eb7863725150291a412219083c60adbe41bb4b22,['Oedipus Cycle - Sophocles'],531,4281+236+2820+2000+897+1647+196,en,271,1/1,0,10,1,100,2020-02-04,G,G,N,C
22560244,The Bat Girl,d9e456f71a3f5d0d10a59346e4859fa9a1df2242b033095c983e5253b10e189a,[],3+5+14+20+1,3752+2441+4249+4653+6647+5709+3946+7003+8688+12+20+329+1016+1663+459+18+7159,en,6180,1/2,3,14,2,347,2020-02-04,T,H,N,W
22563592,Found,0d53b8d9badf69c7e912cfa1c78e0cb568b094febb19dd9270260962e7085d12,['Ancient Greek Religion & Lore'],127+65,631+1720+1690+2785,en,3706,1/1,2,29,3,872,2020-02-04,E,HM,N,C
21428272,[FIC & PODFIC] I Have Seen Troy,c8a48d2269f1166e387a4d2fc2f9150c691d05902d41303145b3505b5cf26224,['Ancient Greek Religion & Lore'],25,1483+2+336+115+246+1261+130+949+9059,en,2331,1/1,8,31,8,330,2020-02-06,T,F,N,C
22587394,Psyche - the story in her words,d50da06036996551962bfc1a4be8a3a6c508843d510edb433fe5f1654e4d2585,[],49+52+361+29+8+12+4+33+17,49+490+1104+189+1691+3244,en,1696,1/1,2,13,1,578,2020-02-06,G,FHU,N,C
22588654,Persephone in the Underworld,44e39a03b48c290155a2d452eb7863725150291a412219083c60adbe41bb4b22,[],7+3+1,236+2820+1647+2115+3643+1350+3367,en,245,1/1,0,15,2,573,2020-02-06,G,H,N,C
22590673,Orpheus and the Underworld,0afd8c7e5a1cc5f215e7505105c9fbffbc6953a8c05cff6cdd08633d1ee84573,['Ancient Greek Religion & Lore'],32,73+65,en,687,1/1,2,62,2,696,2020-02-06,G,H,N,C
22597120,we have eternity to love the dead,28e7efb803e09f7905f8390448e52e3432f49d33155b147ff91f696686ca3ae3,"['Ancient Greek Religion & Lore', 'The Iliad - Homer']",76+15+54+23+11+36+165,7916+244,en,2183,1/1,7,32,2,638,2020-02-07,T,HM,N,C
22403137,Where I Can't Follow,d461f5c3a7fc76375267aecae35fc48048260e01aef2869fb9a91fb213a3bdfe,['Ancient Greek Religion & Lore'],6+1,,en,10957,9/12,26,102,27,1306,2020-02-07,T,U,VD,W
22086739,The First,1b1fed7e5f7d6959d29ff8f10ff18f65df5cec5de4600d3e7f8f894bbb7610ea,"['DCU (Comics)', 'DCU', 'Ancient Greek Religion & Lore', 'Greek Mythology', 'Arrowverse - Fandom', 'DC Extended Universe']",2,6716+10+59+1975+1647+2050+897+4250+2+9+11+172+91+5,en,15869,4/?,53,50,7,1561,2020-02-07,T,F,U,W
22595167,Duty,0f2c56e6d95f70bbbade1294e45deb03c209be15739dd50d321d0964ca1d1796,['Original Work'],15+319+11+71,19+1455+273+292+110+1630+1253,en,1230,1/1,0,11,0,260,2020-02-07,N,HM,CN,C
22438630,On Deaths Door,0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,['Ancient Greek Religion & Lore'],35+251,47+494,en,1074,4/?,0,12,0,2618,2020-02-07,M,H,U,W
22603894,Sunlight,d80f93854aaa75f8db649a1137ee739ee796d8e71a539502b06d23cee0035b43,[],31+4+39+0,433+59+7+1647,en,971,1/1,7,69,8,1147,2020-02-07,G,M,CDN,C
22605058,Sorrow is a Labyrinth,44e39a03b48c290155a2d452eb7863725150291a412219083c60adbe41bb4b22,[],40+38+16+126,167+10+1350+1647+6+7+3121,en,1424,1/1,3,89,6,1305,2020-02-07,G,H,N,C
22609603,the two-edged sword,e7bee7c41dd901e170b4bea4445725452b4de98d9fee0f43e730cbbd85c34759,[],36+25,931,en,764,1/1,4,49,14,274,2020-02-08,G,G,N,C
