id,title,author_hash,fandoms,fandom_tag_ids,general_tag_ids,language,words,chapters,comments,kudos,bookmarks,hits,date,rating,category,warnings,status
5345894,Ganymede and Zeus: The Cup Bearing Dean's Love,f4aec126451f450da60fb7257a8ec726474e4e8202b8f2ce2659a9e3e56ade93,['Greek and Roman Mythology'],,10449+154+240+935+15+316+91+184+139+296+338+1533+288+20,en,138626,33/33,778,405,79,19913,2016-02-02,E,M,C,C
5286968,Non Omnis Moriar,d6ddd2f7c88ba430b5930482fa6a7b0fb98930e686e80faa2d2509438e428072,"['The Maze Runner (Movies)', 'The Maze Runner Series - All Media Types', 'Greek and Roman Mythology']",,11+18+41,en,3032,3/?,9,32,0,691,2016-02-07,T,FHM,VD,W
5947567,Kathodos,ae93d1c069fd4219909d661bf4659900aeabd5600e38d2d23b8d0a16234e182f,[],,,en,594,1/1,7,257,28,3715,2016-02-08,T,H,C,C
5961756,Breathing,debf911af33bcf360a28baecab40e26a3b80ff8e7cf428bb597382809cb8f5dd,"['Historical RPF', 'Greek and Roman Mythology']",,2469+236+2820+166+3313,en,145,1/1,0,14,3,197,2016-02-09,N,0,D,C
5962750,Death of Hyacinth,0c11afabfafaa5b2fdd20985dcc63f8de40ac48e886847f6844cbe943061434b,[],,3946+7155+49,en,711,1/1,12,170,15,2456,2016-02-09,G,M,D,C
5965510,The Impotence of Being Dean,4d72542fcf8188d5f2d9d4c95a0807285e24fd25606dd6f36e2ca2c6fdb3f1c2,['Greek and Roman Mythology'],,10,en,4672,1/1,9,96,9,1496,2016-02-10,M,M,N,C
5966419,"Light To Bring Me Back Around Again (Glorious, We Transcend)",0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,"['The Iliad - Homer', 'Greek and Roman Mythology']",,2670+947+9,en,1841,1/1,23,475,53,6479,2016-02-10,G,M,N,C
5092091,Aune's Journey,f0b8a551c5d74ed6f4ed676f57f3fe8aa0dc6e52a37aa32b577f3225ba1e22fe,"['Percy Jackson and the Olympians - Rick Riordan', 'Greek and Roman Mythology']",,,en,2777,2/?,2,37,22,752,2016-02-12,E,U,RU,W
5989705,When my Orpheus sings,f4954867cc9788007fb6c819349ed98da43f77709fb9cd3ebfa1da8832b2192a,[],,,en,241,1/1,8,54,3,2918,2016-02-13,M,H,C,C
5988322,"Untouchable, like a distant, diamond sky",0484edf543b38277f01778a8d87f48cf55bf01ef67daa170c56356450d15ec66,"['The Iliad - Homer', 'Greek and Roman Mythology']",,2670+132+20,en,2207,1/1,18,338,50,3710,2016-02-13,T,M,N,C
5812192,Courtship Rituals,9b716346b8e609c78e54ecfcbccab69ffd8ed78ac1c522f5fab1c0d45c86d966,['Greek and Roman Mythology'],43,117+2613+1510+298+63,en,1552,1/1,12,83,11,1227,2016-02-14,T,H,C,C
6002260,My first happy Valentine's Day,cf503447aea13730aef0ffbf3435f99becd233f216d4ff03eaccb277f1a17fb6,['Greek Mythology'],,2670,en,3709,1/1,10,101,2,1694,2016-02-14,N,M,N,C
6003577,Love Killers,99f6bfa8ba806a9534e3470914d683d8bbdd51487e0de74f52d01b26d98c0cb5,['Greek and Roman Mythology'],,,en,1229,1/1,4,10,2,158,2016-02-14,T,G,V,C
6021031,Angst and Feels,3e1c448367469bcbeda56f311b56a503d2161fd81251fe535f0c152a86cc36a4,"['Supernatural', 'Sherlock (TV)', 'White Collar', 'Doctor Who & Related Fandoms', 'James Bond (Craig Movies)', 'The Avengers (Marvel Movies)', 'Greek and Roman Mythology', 'Merlin (TV)']",,6920,en,4840,1/1,74,250,71,2205,2016-02-15,G,0,N,C
6027748,memory's grandniece [Podfic],2eea25f2a62a595d1d2fde2689f664d1663f5fbfd89c3256f886f3dc0b64de94,['Greek and Roman Mythology'],,8425+2735+2813+130+664+479+551,en,35,1/1,4,10,0,163,2016-02-15,G,G,N,C
6037621,A War Worth Fighting,8a9f946c3d632e9990a57d834b281a84e54f9af14cde36ccda2e7369b47ff159,[],,4517+4728+18+539,en,2215,1/1,10,91,7,672,2016-02-16,G,G,N,C
5901727,Shakespeare Femslash February 2016,2baa8571edcaf2bd949ab9f312bdd097a218b54a9cb1158bc1f2aeca4b60da7e,"['Hamlet - Shakespeare', 'Merchant of Venice - Shakespeare', 'As You Like It - Shakespeare', 'Much Ado About Nothing - Shakespeare', 'Taming of the Shrew - Shakespeare', 'The Tempest - Shakespeare', 'Macbeth - Shakespeare', ""Midsummer Night's Dream - Shakespeare"", 'Greek and Roman Mythology', ""Winter's Tale - Shakespeare""]",,10230+1333+12521+0+2+1548+58+18+533+1162+403+126+186+667+513,en,2544,9/?,8,36,5,1082,2016-02-17,T,F,N,W
6061507,Golden in the Sunlight,5f01a6133c04f58d5cb04031bd0e80476f846a4a0ad3afc6a3a9a2e29c3ae566,[],,2670+1935,en,197,1/1,0,37,2,343,2016-02-19,T,M,N,C
4687673,The Dreamer and the Bookkeeper,4702b3afd070939190bd11bcd516aec9d7afaa55cbf6319711cd6948072533c2,['Greek and Roman Mythology'],,19+1421+2+10+244+37+117+866,en,91562,13/13,28,85,23,2240,2016-02-23,T,H,C,C
6125101,"Έρως, Αήττητος",b061c5bda7c4f6ca1557f9496f2ba611fb0c785af0f8d817e2d39d053ae42ba0,"['Japanese Mythology', 'Norse Mythology', 'Original Work', 'No Fandom']",,15153+11070+35+1570,el,469,1/?,0,4,0,125,2016-02-28,N,U,C,W
