id,title,author_hash,fandoms,fandom_tag_ids,general_tag_ids,language,words,chapters,comments,kudos,bookmarks,hits,date,rating,category,warnings,status
317562,Due Vengeance,08d43680672fc9c8b8cb4d589b3865964b8a34f0a55b40f5269a0ba47dc52f75,"['Iphigenia in Aulis - Euripides', 'Iphigenia in Tauris - Euripides']",,201,en,2012,1/1,4,41,7,853,2012-01-10,G,G,N,C
814304,Origins,513511c046294486184bb85dec01b229b7b8fe827c22fb7e159e0cedacb197ae,"['Greek and Roman Mythology', 'Percy Jackson and the Olympians - Rick Riordan']",,19+2838+816+117+823+2025+684+1421,en,7501,1/1,22,85,25,1789,2012-01-18,T,GU,N,C
323005,[podfic] Trojan Games,c32562356c2da6527c8aebd28cad18cf64af0d7812a7a6f11cf3b3d62e185087,"['Greek and Roman Mythology', 'The Aeneid - Virgil']",,130+33+1647+345,en,38,1/1,3,34,1,978,2012-01-19,M,M,D,C
295712,A Little Goddess,3ba3f41742c53ed00729dd7624f1fb80274d24700526c96e3b102a6fc14cf5ad,"['Greek and Roman Mythology', 'Egyptian Mythology', 'Ancient Egyptian Religion']",,5255+7643+1854+130,en,6390,2/2,36,54,13,2476,2012-01-20,G,G,N,C
328934,Adventures in Greece,013b409207a8d2e0c3ad344b986a71fc068a85838407b38eae8ba7481f3d49cf,"['DCU - Comicverse', 'Greek and Roman Mythology']",,324+351+1856,en,5512,6/?,2,73,15,1108,2012-01-29,M,HM,C,W
