id,title,author_hash,fandoms,fandom_tag_ids,general_tag_ids,unknown_tags,language,words,chapters,comments,kudos,bookmarks,hits,date,rating,category,warnings,status
43006,Like a Catholic Girl on Prom Night,247eb7673dbf6db314ac356a57ad38132455c8b0de952ae4effcf94eea47dfac,['Marvel Cinematic Universe'],0+17+,2849+1832+292+131+2066+,"['Tony Stark/James ""Rhodey"" Rhodes', 'Mechs']",en,1434,1/1,3,148,18,2393,2010-01-01,M,O,N,C
42987,The World Has Turned,247eb7673dbf6db314ac356a57ad38132455c8b0de952ae4effcf94eea47dfac,['Marvel Cinematic Universe'],17+16+,10078+2066+44+600+,"['Nick Fury/James ""Rhodey"" Rhodes', 'Rare Pairing']",en,1047,1/1,7,59,6,1473,2010-01-01,M,M,N,C
19137,Advances in Thermodynamics,1a7012274e94783f28199d3d7ea905148d9fc1c4016290858c0a01d2504fe4d9,['Firefly'],45+0+17+,33+,"['Tony Stark/Kaylee Frye', 'Rae LaCoste', 'Kaylee Frye']",en,23284,7/7,13,217,67,3331,2010-01-02,T,H,N,C
50735,For America,abf28645fb1600d656a708b2ef3a6f20bbd79da47e532ee187b63b4dd8a9eaeb,['Marvel'],9+1+0+,+,[],en,4915,1/1,49,2973,695,87857,2010-01-14,E,M,N,C
51061,Quality Assurance,abf28645fb1600d656a708b2ef3a6f20bbd79da47e532ee187b63b4dd8a9eaeb,"['Iron Man (2008)', 'Marvel']",0+,819+,"['Tony Stark/Gambit', 'Gambit (Remy LeBeau)']",en,3803,1/1,10,191,34,3862,2010-01-14,E,M,N,C
51064,A Trained Professional,abf28645fb1600d656a708b2ef3a6f20bbd79da47e532ee187b63b4dd8a9eaeb,"['Marvel', 'X-Men (Movieverse)']",0+,+,"['Logan/Tony Stark', 'Wolverine (Logan)']",en,4714,1/1,19,708,146,11268,2010-01-14,E,M,N,C
51526,Cool Blue Reason,abf28645fb1600d656a708b2ef3a6f20bbd79da47e532ee187b63b4dd8a9eaeb,[],0+,2849+523+1832+,['Tony Stark/Jarvis'],en,1971,1/1,38,1922,280,34863,2010-01-15,E,O,N,C
51527,In the Upright Position,abf28645fb1600d656a708b2ef3a6f20bbd79da47e532ee187b63b4dd8a9eaeb,['Transformers (Bayverse)'],0+,33+,"['Tony Stark/Starscream', 'Starscream']",en,777,1/1,19,650,100,5196,2010-01-15,G,O,N,C
51528,Drive You Wild,abf28645fb1600d656a708b2ef3a6f20bbd79da47e532ee187b63b4dd8a9eaeb,['Supernatural'],0+,33+320+237+,"['Sam/Dean/Tony', 'Sam Winchester', 'Dean Winchester']",en,4156,1/1,8,373,68,4148,2010-01-15,E,M,N,C
51720,Spares,80e2a58bd4aa0382aa0e464f08fa2906abccd6a3df29392228dc78d7c2f2a6e3,[],0+12+,+,[],en,101,1/1,2,3,1,645,2010-01-16,G,G,N,C
53939,Better Half,e0ee12654592648ba9a05e6051ec2c126156832f5f33de588beca46bc81f493a,[],1936+,2144+,[],en,428,1/1,5,168,11,2701,2010-01-21,E,M,N,C
198007,Prime Numbers,d9fcb94eefd15f15655dd00405e25abf379a5f10ff89fe4dcc138d478b65ab08,['Iron Man (Movies)'],0+,+,['Rodimus Prime'],en,2326,1/1,2,101,4,3044,2010-01-21,T,0,N,C
55379,Books and Covers,c4f2fa0f3374bfdf7716266fce7a4f69ee750565ad62c46d3ccc9568a056b593,"['Highlander: The Series', 'Magnificent Seven (TV)', 'Marvel Cinematic Universe']",0+,816+33+26+18+889+545+,"['Tony Stark & Ezra Standish', 'Tony Stark & Original Female Character', 'Original Female Character', 'Ezra Standish', 'Non Cannonical Immortal']",en,3297,1/1,3,14,2,1401,2010-01-24,T,O,N,C
55387,Real Friends Buy You In-N-Out,c4f2fa0f3374bfdf7716266fce7a4f69ee750565ad62c46d3ccc9568a056b593,['Marvel Cinematic Universe'],0+12+36+,26+2+545+3339+1559+284+,"['Tony Stark & Original Character', 'Original Character', 'Iron Man 1']",en,1207,1/1,0,14,3,1271,2010-01-24,T,G,N,C
55399,Tequila Lullaby,c4f2fa0f3374bfdf7716266fce7a4f69ee750565ad62c46d3ccc9568a056b593,['Marvel Cinematic Universe'],0+36+699+1332+71+,816+26+2+1546+1559+,"['Tony Stark & Original Character', 'Original Character', 'Female Male Friendship', 'Iron Man 1']",en,1521,1/1,2,18,1,1146,2010-01-24,T,G,N,C
55407,The Currency Of Trust,c4f2fa0f3374bfdf7716266fce7a4f69ee750565ad62c46d3ccc9568a056b593,['Marvel Cinematic Universe'],0+201+12+36+131+,816+26+545+292+1546+1559+385+791+,"['Tony Stark & Original Character', 'Original Character', 'Chocolate Chip Waffles', 'Iron Man 1']",en,7797,3/3,3,16,0,1211,2010-01-24,T,G,N,C
55418,Practical Applications,c4f2fa0f3374bfdf7716266fce7a4f69ee750565ad62c46d3ccc9568a056b593,"['Highlander: The Series', 'Marvel Cinematic Universe']",0+49+,816+33+26+545+292+1546+3977+,"['Methos/Original Female Character', 'Tony Stark & Original Female Character', 'Methos', 'Original Female Character', 'Tony Stark Does What He Wants']",en,6270,2/2,3,19,2,1379,2010-01-24,T,U,N,C
55808,Not Quite Method,abf28645fb1600d656a708b2ef3a6f20bbd79da47e532ee187b63b4dd8a9eaeb,['Actor RPF'],0+,33+,"['Tony Stark/Robert Downey Jr.', 'Robert Downey Jr.']",en,840,1/1,14,282,36,5591,2010-01-25,M,M,N,C
58725,Flyboy,abf28645fb1600d656a708b2ef3a6f20bbd79da47e532ee187b63b4dd8a9eaeb,['Iron Man (2008)'],9+1+0+,3749+,[],en,4545,1/1,9,806,209,25607,2010-02-01,E,M,N,C
97847,"Five People Anya Never Dated (Though She Was Tempted), And One She Did",800f60660b97e1a184d09661eb57842eee14f0ebe82aac8a4c9e9219eb75ba23,"['Pirates of the Caribbean (Movies)', 'Boondock Saints (Movies)', 'Iron Man (Movies)', 'Fast & Furious (2009)']",0+,1906+33+356+48+,"['Xander Harris/Anya Jenkins', 'Anya Jenkins', 'Jack Sparrow', 'Il Duce', 'Rupert Giles', 'Dominic Toretto', 'Xander Harris', 'TTH-Fic-For-All']",en,1624,1/1,4,52,7,1161,2010-02-01,N,H,N,C
58542,Bad Celebrity Influence,247eb7673dbf6db314ac356a57ad38132455c8b0de952ae4effcf94eea47dfac,"['Iron Man (Movies)', 'Marvel Cinematic Universe']",0+,320+845+149+736+1274+600+592+,"['Teddy Altman/Billy Kaplan/Tony Stark', 'Teddy Altman', 'Billy Kaplan', 'Selfcest']",en,2429,1/1,0,26,4,1023,2010-02-01,E,M,N,C
58598,Mechanical,bb55f54e4dfaa81384e76307ec91e5f3b9f8569ce95a957aa5f4a0821fe7e35a,['Iron Man (2008)'],0+,2231+33+2723+,"['Scott Summers/Tony Stark', 'Scott Summers', 'Hand Job']",en,901,1/1,6,91,13,2512,2010-02-01,E,M,N,C
58722,Right off the Rails,abf28645fb1600d656a708b2ef3a6f20bbd79da47e532ee187b63b4dd8a9eaeb,['Iron Man (2008)'],9+1+0+,135+,[],en,1913,1/1,23,1472,213,40262,2010-02-01,E,M,N,C
59668,Light Reading,07a87b3e91ce60fddcd5fb05a9ff5cb4b0db900e2d2a7f15701b80d12426c174,[],0+,9517+,"['Jim Rhodes (Rhodey)', 'Help Haiti']",en,561,1/1,2,24,1,822,2010-02-04,T,G,N,C
636111,So,e822ce1e29322a63e68172d38fdbae4565b11a80fae367dd6b3e24804d3f9f30,"['Iron Man (Comic)', 'Marvel', 'Marvel (Movies)', 'Marvel Cinematic Universe', 'Marvel (Comics)']",18+0+12+,0+,"[""That's it"", 'just fluff', 'and dialogue']",en,331,1/1,1,74,3,1861,2010-02-07,G,G,N,C
807208,Men in Suits,e1e811388b7383f17278e09c3020f9551049391bc6902f2830a5623bd76982dd,['Iron Man (Movies)'],0+,33+5+,"['Clark Kent/Tony Stark', 'Superman/Iron Man', 'Clark Kent', 'Help Haiti']",en,5065,1/1,26,682,114,8243,2010-02-07,E,M,N,C
61575,stop picking faults cause you're gonna miss me when i'm gone. (five times Tony Stark was serious – and once he joked),bafa370b60b4e1fc7f5ef2d5f19ed0d6a890666c26126b415c3dd0940570bd68,[],18+,352+2+,[],en,3161,1/1,1,168,27,3838,2010-02-12,T,H,N,C
243203,Truth Be Known,081a46a97defc19ae59e5785f806892f8340bad687563835b7acd59137710770,['Batman (Movies - Nolan)'],+,33+5357+,['Bruce Wayne/Tony Stark'],en,5254,1/1,7,305,37,5317,2010-02-14,M,M,N,C
62352,Sweet Talk,68f7149947a3306607c54f8317fe863881a3844f27b14f6f38faddd7b97d7351,['Batman (Movies - Nolan)'],499+0+,33+8214+3829+2173+,"['Bruce Wayne', 'Iron Man (Marvel)', 'Batman (DCU)', '1000-3000 words']",en,1251,1/1,1,312,27,6789,2010-02-14,T,M,N,C
636128,Pancake Day,e822ce1e29322a63e68172d38fdbae4565b11a80fae367dd6b3e24804d3f9f30,"['Marvel (Movies)', 'Marvel (Comics)', 'Marvel Cinematic Universe', 'Iron Man (Movies)', 'Iron Man (Comic)']",18+0+12+,+,"['More Fluff', 'lawd', 'ooh and pancakes']",en,275,1/1,1,57,1,1056,2010-02-18,G,G,N,C
